"country","year","iso_code","continent","net_wgt_kgs","net_wgt_lbs","is_net_wgt_estimated","primary_value_usd","month_abb","month","month_year","nh_season","sh_season"
"South Africa",2012,"ZAF","Africa",2130,4695.8,FALSE,45988.019,"Aug",8,Aug 2012,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2012,"ZAF","Africa",144198,317898.91,FALSE,149526.865,"Sep",9,Sep 2012,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2012,"ZAF","Africa",886006,1953288.83,FALSE,793321.85,"Oct",10,Oct 2012,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2012,"ZAF","Africa",1222185,2694429.05,FALSE,1106559.863,"Nov",11,Nov 2012,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2012,"ZAF","Africa",400869.7,883757.34,FALSE,474571.701,"Dec",12,Dec 2012,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2012,"IND","Asia",32386,71398.18,FALSE,205813.16,"Jan",1,Jan 2012,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2012,"IND","Asia",65688,144815.76,FALSE,761612.613,"Mar",3,Mar 2012,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2012,"IND","Asia",32024,70600.11,FALSE,438213.502,"Apr",4,Apr 2012,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2012,"IND","Asia",136661,301282.84,FALSE,1900482.283,"May",5,May 2012,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2012,"IND","Asia",53980,119004.31,FALSE,704040.739,"Jun",6,Jun 2012,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2012,,,,,,,,,,,
"Uruguay",2012,,,,,,,,,,,
"South Africa",2013,"ZAF","Africa",1072831,2365163.22,FALSE,982603.587,"Jan",1,Jan 2013,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2013,"ZAF","Africa",371607,819244.79,FALSE,394215.231,"Feb",2,Feb 2013,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2013,"ZAF","Africa",229805,506628.1,FALSE,248623.55,"Mar",3,Mar 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2013,"ZAF","Africa",75606,166680.99,FALSE,99578.546,"Apr",4,Apr 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2013,"ZAF","Africa",25930,57165.28,FALSE,33209.484,"May",5,May 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2013,"ZAF","Africa",39495,87070.68,FALSE,11626.499,"Jun",6,Jun 2013,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2013,"ZAF","Africa",31599.6,69664.48,FALSE,43248.079,"Jul",7,Jul 2013,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2013,"ZAF","Africa",27110,59766.71,FALSE,33258.873,"Aug",8,Aug 2013,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2013,"ZAF","Africa",401449,885034.47,FALSE,379609.437,"Sep",9,Sep 2013,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2013,"ZAF","Africa",1182471,2606875.57,FALSE,1299191.722,"Oct",10,Oct 2013,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2013,"ZAF","Africa",1042738,2298820.19,FALSE,1402897.805,"Nov",11,Nov 2013,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2013,"ZAF","Africa",823618,1815748.24,FALSE,1035849.91,"Dec",12,Dec 2013,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2013,"IND","Asia",65636,144701.13,FALSE,820136.314,"Jan",1,Jan 2013,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2013,"IND","Asia",9020,19885.49,FALSE,112983.674,"Feb",2,Feb 2013,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2013,"IND","Asia",28524,62884.01,FALSE,372330.131,"Mar",3,Mar 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2013,"IND","Asia",103556,228299.56,FALSE,1464673.806,"Apr",4,Apr 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2013,"IND","Asia",24879,54848.24,FALSE,318365.534,"May",5,May 2013,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2013,"IND","Asia",37726,83170.74,FALSE,416749.733,"Jun",6,Jun 2013,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"India",2013,"IND","Asia",19514,43020.56,FALSE,230090.064,"Jul",7,Jul 2013,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2013,,,,,,,,,,,
"Uruguay",2013,,,,,,,,,,,
"South Africa",2014,"ZAF","Africa",1051964,2319159.83,FALSE,1103184.693,"Jan",1,Jan 2014,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2014,"ZAF","Africa",308924,681053.85,FALSE,427097.172,"Feb",2,Feb 2014,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2014,"ZAF","Africa",150705.3,332244.9,FALSE,336317.323,"Mar",3,Mar 2014,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2014,"ZAF","Africa",54697,120585.01,FALSE,125439.073,"Apr",4,Apr 2014,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2014,"ZAF","Africa",57340,126411.76,FALSE,139317.724,"May",5,May 2014,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2014,"ZAF","Africa",46748,103060.64,FALSE,12060.141,"Jun",6,Jun 2014,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2014,"ZAF","Africa",38830,85604.62,FALSE,110130.829,"Jul",7,Jul 2014,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2014,"ZAF","Africa",82422,181707.54,FALSE,133049.663,"Aug",8,Aug 2014,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2014,"ZAF","Africa",597562,1317385.19,FALSE,598235.533,"Sep",9,Sep 2014,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2014,"ZAF","Africa",1133048.5,2497918.72,FALSE,1677616.169,"Oct",10,Oct 2014,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2014,"ZAF","Africa",1234842,2722332.67,FALSE,2328462.601,"Nov",11,Nov 2014,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2014,"ZAF","Africa",651778,1436909.78,FALSE,1693162.193,"Dec",12,Dec 2014,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2014,"IND","Asia",7130,15718.8,FALSE,56368.816,"Mar",3,Mar 2014,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2014,"IND","Asia",8748,19285.84,FALSE,96821.162,"Jun",6,Jun 2014,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"India",2014,"IND","Asia",9060,19973.68,FALSE,87039.452,"Dec",12,Dec 2014,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2014,,,,,,,,,,,
"Uruguay",2014,,,,,,,,,,,
"South Africa",2015,"ZAF","Africa",444958,980954.41,FALSE,1657178.987,"Jan",1,Jan 2015,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2015,"ZAF","Africa",426776,940870.37,FALSE,1974422.68,"Feb",2,Feb 2015,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2015,"ZAF","Africa",270821,597051.98,FALSE,568311.876,"Mar",3,Mar 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2015,"ZAF","Africa",40052,88298.64,FALSE,191315.152,"Apr",4,Apr 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2015,"ZAF","Africa",38820,85582.57,FALSE,275997.248,"May",5,May 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2015,"ZAF","Africa",16774,36979.96,FALSE,141675.026,"Jun",6,Jun 2015,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2015,"ZAF","Africa",76978,169705.7,FALSE,340160.298,"Jul",7,Jul 2015,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2015,"ZAF","Africa",77135,170051.82,FALSE,343068.999,"Aug",8,Aug 2015,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2015,"ZAF","Africa",680686,1500640.36,FALSE,2727538.213,"Sep",9,Sep 2015,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2015,"ZAF","Africa",1207628,2662336.69,FALSE,4836239.544,"Oct",10,Oct 2015,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2015,"ZAF","Africa",1386552,3056792.54,FALSE,5517451.852,"Nov",11,Nov 2015,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2015,"ZAF","Africa",658474,1451671.78,FALSE,2445880.805,"Dec",12,Dec 2015,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2015,"IND","Asia",39450,86971.47,FALSE,312165.861,"Mar",3,Mar 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2015,"IND","Asia",51030,112500.74,FALSE,357866.704,"Apr",4,Apr 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2015,"IND","Asia",44149,97330.89,FALSE,351664.137,"May",5,May 2015,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"India",2015,"IND","Asia",43550,96010.33,FALSE,354732.863,"Jun",6,Jun 2015,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"India",2015,"IND","Asia",8893,19605.51,FALSE,96798.944,"Jul",7,Jul 2015,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2015,,,,,,,,,,,
"Uruguay",2015,,,,,,,,,,,
"South Africa",2016,"ZAF","Africa",941561,2075765.38,FALSE,3091921.51,"Jan",1,Jan 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2016,"ZAF","Africa",271585,598736.29,FALSE,945997.77,"Feb",2,Feb 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2016,"ZAF","Africa",38091,83975.42,FALSE,110379.58,"Mar",3,Mar 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2016,"ZAF","Africa",12930,28505.48,FALSE,34522.244,"Apr",4,Apr 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2016,"ZAF","Africa",18673,41166.5,FALSE,49470.574,"May",5,May 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2016,"ZAF","Africa",59110,130313.91,FALSE,358759.291,"Aug",8,Aug 2016,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2016,"ZAF","Africa",191662.3,422538.71,FALSE,1064622.838,"Sep",9,Sep 2016,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2016,"ZAF","Africa",732781,1615488.99,FALSE,3834178.258,"Oct",10,Oct 2016,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2016,"ZAF","Africa",1005718,2217205.9,FALSE,5401902.429,"Nov",11,Nov 2016,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2016,"ZAF","Africa",734012,1618202.86,FALSE,3918785.531,"Dec",12,Dec 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2016,"IND","Asia",9410,20745.29,FALSE,88433.11,"Jan",1,Jan 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2016,"CHN","Asia",428859.672,945464.03,TRUE,1598796,"Jan",1,Jan 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2016,"CHN","Asia",114698.79,252864.95,TRUE,427599,"Feb",2,Feb 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2016,"CHN","Asia",565655.735,1247044.63,TRUE,2108774,"Mar",3,Mar 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2016,"CHN","Asia",694100.172,1530213.24,TRUE,2587617,"Apr",4,Apr 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2016,"CHN","Asia",687688.183,1516077.37,TRUE,2563713,"May",5,May 2016,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2016,"CHN","Asia",135050.094,297731.44,TRUE,503469,"Jun",6,Jun 2016,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2016,"CHN","Asia",85620.594,188759.16,TRUE,319195,"Jul",7,Jul 2016,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2016,"CHN","Asia",104646.796,230704.33,TRUE,390125,"Nov",11,Nov 2016,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"China",2016,"CHN","Asia",540197.426,1190919.25,TRUE,2013865,"Dec",12,Dec 2016,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"Uruguay",2016,,,,,,,,,,,
"South Africa",2017,"ZAF","Africa",538477.5,1187127.5,FALSE,2966216.002,"Jan",1,Jan 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2017,"ZAF","Africa",89625,197587.28,FALSE,483489.949,"Feb",2,Feb 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2017,"ZAF","Africa",109399,241181.04,FALSE,564732.062,"Mar",3,Mar 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2017,"ZAF","Africa",17070,37632.52,FALSE,83561.215,"Apr",4,Apr 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2017,"ZAF","Africa",49410,108929.29,FALSE,335313.767,"May",5,May 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2017,"ZAF","Africa",161431,355890.78,FALSE,1116265.223,"Jun",6,Jun 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2017,"ZAF","Africa",40827,90007.2,FALSE,266554.574,"Jul",7,Jul 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2017,"ZAF","Africa",135674,299106.9,FALSE,662624.159,"Aug",8,Aug 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2017,"ZAF","Africa",396489,874099.65,FALSE,2129616.793,"Sep",9,Sep 2017,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2017,"ZAF","Africa",814710,1796109.67,FALSE,4629747.195,"Oct",10,Oct 2017,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2017,"ZAF","Africa",747330,1647563.72,FALSE,2945380.495,"Nov",11,Nov 2017,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2017,"ZAF","Africa",179869,396539.2,FALSE,1027868.566,"Dec",12,Dec 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2017,"IND","Asia",13766,30348.52,FALSE,187691.527,"May",5,May 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2017,"CHN","Asia",1020227.338,2249193.19,TRUE,3425740,"Jan",1,Jan 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2017,"CHN","Asia",546441.517,1204684.97,TRUE,1622691,"Feb",2,Feb 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2017,"CHN","Asia",1084793.331,2391535.38,TRUE,3642541,"Mar",3,Mar 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2017,"CHN","Asia",1007479.782,2221089.93,TRUE,3382936,"Apr",4,Apr 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2017,"CHN","Asia",671775.39,1480996.02,TRUE,2255701,"May",5,May 2017,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2017,"CHN","Asia",317858.588,700751.04,TRUE,1067312,"Jun",6,Jun 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2017,"CHN","Asia",70164.864,154685.46,TRUE,235601,"Jul",7,Jul 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2017,"CHN","Asia",102699.363,226411.02,TRUE,344846,"Aug",8,Aug 2017,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2017,"CHN","Asia",40132.285,88475.64,TRUE,134757,"Oct",10,Oct 2017,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"China",2017,"CHN","Asia",206779.086,455865.17,TRUE,694327,"Nov",11,Nov 2017,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"China",2017,"CHN","Asia",502644.835,1108130.8,TRUE,1687791,"Dec",12,Dec 2017,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"Uruguay",2017,,,,,,,,,,,
"South Africa",2018,"ZAF","Africa",187533,413435.25,FALSE,1175344.327,"Jan",1,Jan 2018,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2018,"ZAF","Africa",81387,179425.78,FALSE,609203.668,"Feb",2,Feb 2018,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2018,"ZAF","Africa",165101.3,363982.33,FALSE,1244165.835,"Mar",3,Mar 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2018,"ZAF","Africa",35404.5,78052.76,FALSE,104768.667,"Apr",4,Apr 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2018,"ZAF","Africa",28527,62890.62,FALSE,164370.365,"May",5,May 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2018,"ZAF","Africa",32390.3,71407.66,FALSE,4151.673,"Jun",6,Jun 2018,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2018,"ZAF","Africa",20290.7,44732.88,FALSE,4237.143,"Jul",7,Jul 2018,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2018,"ZAF","Africa",38.79,85.52,FALSE,1987.299,"Aug",8,Aug 2018,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2018,"ZAF","Africa",1186,2614.66,FALSE,836.359,"Dec",12,Dec 2018,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2018,,,,,,,,,,,
"China",2018,"CHN","Asia",420992,928118.96,FALSE,5144072,"Jan",1,Jan 2018,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2018,"CHN","Asia",245273,540728.86,FALSE,3043324,"Feb",2,Feb 2018,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2018,"CHN","Asia",459310,1012594.83,FALSE,5978834,"Mar",3,Mar 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2018,"CHN","Asia",285559,629543.37,FALSE,3840689,"Apr",4,Apr 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2018,"CHN","Asia",218310,481286.23,FALSE,3116034,"May",5,May 2018,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2018,"CHN","Asia",193057,425613.46,FALSE,2797317,"Jun",6,Jun 2018,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2018,"CHN","Asia",87222,192289.62,FALSE,962291,"Jul",7,Jul 2018,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"Uruguay",2018,,,,,,,,,,,
"South Africa",2019,"ZAF","Africa",64428,142037.97,FALSE,2344.948,"Feb",2,Feb 2019,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"South Africa",2019,"ZAF","Africa",223274,492229.86,FALSE,1726919.541,"Apr",4,Apr 2019,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2019,"ZAF","Africa",81360,179366.26,FALSE,1359.703,"May",5,May 2019,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"South Africa",2019,"ZAF","Africa",147280,324693.49,FALSE,2590.295,"Jun",6,Jun 2019,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2019,"ZAF","Africa",69880,154057.45,FALSE,1359.265,"Jul",7,Jul 2019,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"South Africa",2019,"ZAF","Africa",300,661.38,FALSE,262.653,"Sep",9,Sep 2019,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2019,"ZAF","Africa",155168.7,342084.92,FALSE,1582423.153,"Oct",10,Oct 2019,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2019,"ZAF","Africa",200,440.92,FALSE,253.317,"Nov",11,Nov 2019,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"South Africa",2019,"ZAF","Africa",319080,703443.77,FALSE,2671865.543,"Dec",12,Dec 2019,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"India",2019,,,,,,,,,,,
"China",2019,"CHN","Asia",103866,228982.98,FALSE,1295887,"Jan",1,Jan 2019,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2019,"CHN","Asia",100741,222093.61,FALSE,1095496,"Feb",2,Feb 2019,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"China",2019,"CHN","Asia",262718,579188.1,FALSE,3112254,"Mar",3,Mar 2019,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2019,"CHN","Asia",722366,1592528.08,FALSE,8456943,"Apr",4,Apr 2019,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2019,"CHN","Asia",402034,886324.16,FALSE,3706476,"May",5,May 2019,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"China",2019,"CHN","Asia",666586,1469555.5,FALSE,6564574,"Jun",6,Jun 2019,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"China",2019,"CHN","Asia",42336,93333.95,FALSE,180621,"Jul",7,Jul 2019,"Northern Hemisphere Summer","Southern Hemisphere Winter"
